id,Calories
750000,27.622711
750001,108.79797
750002,86.76907
750003,126.86528
750004,76.64505
750005,21.353453
750006,47.217434
750007,7.008287
750008,10.465866
750009,204.64748
750010,77.2673
750011,218.84293
750012,70.70377
750013,251.73497
750014,86.225235
750015,138.4507
750016,67.164375
750017,158.95522
750018,125.85161
750019,185.75798
750020,84.97029
750021,62.900925
750022,77.93284
750023,5.7533092
750024,34.76371
750025,150.22359
750026,75.40334
750027,155.57024
750028,85.44893
750029,16.698051
750030,87.85024
750031,21.657015
750032,32.66447
750033,11.451437
750034,95.618416
750035,105.30912
750036,49.43156
750037,42.791107
750038,154.74673
750039,132.69026
750040,100.80365
750041,39.10345
750042,83.77918
750043,91.49729
750044,187.07326
750045,99.36973
750046,211.66557
750047,16.267902
750048,28.681168
750049,140.76694
750050,205.05168
750051,160.65866
750052,25.018684
750053,43.880302
750054,69.2866
750055,80.02306
750056,119.245834
750057,221.54665
750058,133.6576
750059,173.53877
750060,111.29427
750061,121.3764
750062,118.4368
750063,28.7785
750064,121.77484
750065,10.040907
750066,31.981459
750067,158.1494
750068,7.0875397
750069,161.92633
750070,97.86176
750071,190.00883
750072,142.31053
750073,31.012316
750074,146.98929
750075,142.5095
750076,81.435196
750077,6.6588154
750078,136.23691
750079,153.0708
750080,69.25071
750081,163.3887
750082,14.83073
750083,85.02929
750084,143.31361
750085,46.12145
750086,9.065161
750087,44.502842
750088,25.840975
750089,90.87878
750090,21.649841
750091,134.83617
750092,54.312637
750093,69.45999
750094,11.2231
750095,15.2552
750096,25.521584
750097,34.909325
750098,203.5666
750099,33.248795
750100,22.854805
750101,134.28526
750102,81.05133
750103,61.81476
750104,53.146595
750105,6.631176
750106,29.906834
750107,137.69264
750108,2.274682
750109,42.00481
750110,83.26304
750111,34.16865
750112,35.881767
750113,67.648674
750114,165.25014
750115,70.75241
750116,59.402252
750117,129.45609
750118,131.55637
750119,9.720798
750120,137.34941
750121,119.562485
750122,244.02884
750123,69.274765
750124,15.528037
750125,149.93706
750126,105.170784
750127,107.558266
750128,112.185974
750129,34.67399
750130,122.55538
750131,193.52489
750132,161.6887
750133,113.99591
750134,68.51086
750135,104.014206
750136,16.735628
750137,123.67087
750138,53.273388
750139,71.23268
750140,18.532156
750141,16.206514
750142,66.915565
750143,8.419824
750144,84.287766
750145,33.138977
750146,7.4676456
750147,4.801604
750148,67.8399
750149,80.60176
750150,6.3773217
750151,69.67722
750152,10.1901655
750153,56.76437
750154,154.67589
750155,29.097872
750156,144.25958
750157,70.83903
750158,49.594852
750159,24.44781
750160,23.155584
750161,28.360239
750162,113.19228
750163,73.24716
750164,74.76547
750165,111.25732
750166,38.60064
750167,236.15646
750168,29.061972
750169,53.716564
750170,40.85395
750171,131.05739
750172,130.66954
750173,33.50952
750174,49.048027
750175,121.7697
750176,152.36742
750177,57.143898
750178,57.40388
750179,185.47923
750180,31.180878
750181,45.238808
750182,68.68695
750183,120.1401
750184,68.61071
750185,83.52789
750186,157.30417
750187,16.736341
750188,23.524319
750189,139.25035
750190,55.788002
750191,74.81011
750192,110.49556
750193,57.48433
750194,114.917336
750195,147.42819
750196,80.47187
750197,55.90571
750198,144.82626
750199,26.454943
750200,80.87537
750201,245.17345
750202,32.757565
750203,268.03284
750204,20.196161
750205,209.16333
750206,93.09951
750207,58.321438
750208,13.980616
750209,79.02519
750210,202.99022
750211,65.300316
750212,22.604244
750213,17.452843
750214,92.665855
750215,30.13536
750216,40.60314
750217,22.888567
750218,141.87549
750219,29.201708
750220,40.907303
750221,70.65164
750222,84.05868
750223,6.875132
750224,73.17576
750225,118.921036
750226,15.674675
750227,84.25904
750228,27.27119
750229,191.22075
750230,7.0138407
750231,6.851195
750232,136.93796
750233,70.97828
750234,14.240304
750235,153.71805
750236,16.73501
750237,85.15951
750238,60.872383
750239,113.901695
750240,7.7513356
750241,32.155735
750242,25.356592
750243,21.215162
750244,157.32927
750245,97.25081
750246,85.0324
750247,43.06001
750248,49.685997
750249,87.68441
750250,41.90495
750251,101.01126
750252,164.88353
750253,10.372302
750254,19.637976
750255,15.777874
750256,118.870995
750257,133.91881
750258,32.019424
750259,209.09868
750260,145.60663
750261,37.2153
750262,17.264215
750263,37.927223
750264,188.57254
750265,48.367798
750266,26.843538
750267,8.340503
750268,83.53922
750269,11.229087
750270,130.99585
750271,56.852585
750272,21.995234
750273,197.26837
750274,155.02322
750275,241.3582
750276,23.077253
750277,175.49486
750278,64.11846
750279,93.26346
750280,83.5936
750281,34.969517
750282,93.63862
750283,98.882576
750284,54.47952
750285,55.81761
750286,89.80471
750287,101.064
750288,11.015534
750289,149.36728
750290,35.099026
750291,90.23836
750292,68.909225
750293,46.830204
750294,174.17981
750295,63.690697
750296,244.88832
750297,105.25498
750298,74.08509
750299,84.16208
750300,122.10988
750301,125.5368
750302,137.31633
750303,26.478882
750304,128.55382
750305,124.69603
750306,44.127655
750307,97.24829
750308,235.47464
750309,50.314777
750310,152.97017
750311,14.394198
750312,131.98134
750313,110.55576
750314,149.56169
750315,194.98413
750316,36.783337
750317,22.146236
750318,156.12685
750319,108.865204
750320,43.70978
750321,37.19673
750322,90.2387
750323,146.76305
750324,2.6140175
750325,44.905697
750326,65.09471
750327,52.563282
750328,87.14849
750329,34.301704
750330,109.92338
750331,100.095436
750332,161.07281
750333,97.22366
750334,17.306276
750335,182.09
750336,6.510371
750337,163.93707
750338,157.16322
750339,128.48424
750340,103.59964
750341,133.9033
750342,72.82806
750343,207.07031
750344,13.368129
750345,7.581148
750346,55.060234
750347,89.566986
750348,86.40496
750349,86.76036
750350,8.842866
750351,55.86665
750352,70.88293
750353,92.316925
750354,30.271053
750355,48.419918
750356,43.577602
750357,14.835953
750358,70.155396
750359,227.93411
750360,138.47403
750361,50.722054
750362,140.09932
750363,39.841553
750364,51.951283
750365,197.20094
750366,92.30363
750367,86.79457
750368,122.63711
750369,63.709637
750370,165.4907
750371,83.193085
750372,88.886024
750373,113.20951
750374,110.65215
750375,179.57562
750376,29.50074
750377,78.46102
750378,10.103241
750379,192.69353
750380,122.95586
750381,198.1206
750382,99.27328
750383,7.0476527
750384,187.42584
750385,105.82635
750386,53.79613
750387,150.51642
750388,177.54459
750389,171.21062
750390,7.465221
750391,113.66918
750392,230.50835
750393,115.65865
750394,158.82431
750395,84.77473
750396,61.867
750397,43.686565
750398,64.17853
750399,133.34927
750400,28.841406
750401,8.879492
750402,175.34145
750403,74.66928
750404,83.420204
750405,7.750664
750406,149.4049
750407,43.896976
750408,10.354769
750409,138.64873
750410,109.65632
750411,215.8171
750412,9.559709
750413,108.412766
750414,179.62292
750415,163.77043
750416,181.4261
750417,84.99917
750418,22.172794
750419,56.395164
750420,11.319378
750421,75.11951
750422,112.48758
750423,20.54036
750424,41.552532
750425,57.51449
750426,101.17561
750427,142.67444
750428,54.91616
750429,1.5963193
750430,69.435715
750431,10.94912
750432,140.8001
750433,55.969383
750434,62.83911
750435,97.35381
750436,97.92591
750437,15.075498
750438,37.613293
750439,64.00911
750440,88.0567
750441,143.86156
750442,148.59975
750443,69.6625
750444,41.952744
750445,3.605749
750446,152.49277
750447,150.7187
750448,25.009615
750449,231.186
750450,107.548744
750451,168.89398
750452,97.02656
750453,142.04608
750454,65.871025
750455,91.302444
750456,156.4729
750457,14.721101
750458,195.04778
750459,12.7550745
750460,40.05821
750461,122.918846
750462,129.62436
750463,146.22087
750464,21.047201
750465,53.991634
750466,158.51802
750467,91.367355
750468,202.78865
750469,139.99385
750470,150.60722
750471,116.97576
750472,34.21395
750473,107.7079
750474,54.62182
750475,78.03622
750476,152.1891
750477,11.8430605
750478,90.47023
750479,15.151312
750480,118.5251
750481,15.55836
750482,145.34883
750483,39.00793
750484,86.26086
750485,9.256974
750486,102.27185
750487,76.45971
750488,101.8331
750489,111.81828
750490,52.45969
750491,45.42231
750492,57.246914
750493,29.588446
750494,121.94065
750495,47.81866
750496,18.688375
750497,30.288517
750498,24.502634
750499,104.98146
750500,50.204514
750501,44.918713
750502,90.33026
750503,12.703411
750504,72.335815
750505,200.04797
750506,189.77899
750507,91.29768
750508,183.3214
750509,3.2622988
750510,58.816345
750511,39.444286
750512,120.56097
750513,207.41156
750514,84.047485
750515,189.14282
750516,53.92564
750517,164.02881
750518,101.11758
750519,199.25279
750520,104.383965
750521,65.34518
750522,100.87903
750523,161.72253
750524,78.40542
750525,151.00032
750526,113.489845
750527,128.92589
750528,142.08347
750529,208.72673
750530,177.8551
750531,6.483374
750532,41.4604
750533,166.18568
750534,123.02628
750535,53.329018
750536,30.357653
750537,108.03519
750538,5.565441
750539,60.02452
750540,60.924053
750541,12.165838
750542,28.520891
750543,145.9142
750544,188.71007
750545,53.925056
750546,154.14027
750547,40.2117
750548,200.4788
750549,199.0627
750550,67.78417
750551,224.83409
750552,50.13716
750553,208.5988
750554,4.043134
750555,26.423792
750556,80.47605
750557,55.471058
750558,96.58236
750559,60.039467
750560,39.855267
750561,58.79079
750562,45.40749
750563,24.171234
750564,38.939445
750565,152.42456
750566,31.62644
750567,10.188432
750568,101.94792
750569,107.51518
750570,120.169624
750571,2.6063566
750572,95.79849
750573,46.427864
